time,side,price
0,buy,99.74835707650561
0,sell,100.74835707650561
0,buy,99.74835707650561
0,buy,99.74835707650561
1,sell,100.77922492592002
2,buy,99.72247631355106
2,buy,99.72247631355106
3,sell,100.29362084907311
3,sell,100.29362084907311
3,buy,99.29362084907311
3,buy,99.29362084907311
4,buy,100.1907612705774
6,buy,100.1980757313272
6,buy,100.1980757313272
7,sell,101.04118198557306
8,buy,99.63103298914366
10,sell,101.68273868361456
10,buy,100.68273868361456
10,sell,101.68273868361456
11,sell,101.70622600884317
11,buy,100.70622600884317
11,buy,100.70622600884317
11,sell,101.70622600884317
12,buy,99.92594747262454
12,buy,99.92594747262454
12,buy,99.92594747262454
12,sell,100.92594747262454
13,buy,101.02612151717759
13,sell,102.02612151717759
14,buy,101.11804927438237
14,sell,102.11804927438237
14,sell,102.11804927438237
15,sell,102.35699784193179
17,sell,102.16758058954846
17,buy,101.16758058954846
17,buy,101.16758058954846
17,sell,102.16758058954846
17,sell,102.16758058954846
18,sell,101.39725422014506
18,sell,101.39725422014506
18,sell,101.39725422014506
18,buy,100.39725422014506
19,buy,100.43191304727132
19,sell,101.43191304727132
19,sell,101.43191304727132
19,sell,101.43191304727132
19,buy,100.43191304727132
20,sell,101.29787765266856
20,sell,101.29787765266856
21,sell,101.3404653149934
22,sell,101.64058679167461
23,buy,100.52443706970337
23,buy,100.52443706970337
23,sell,101.52443706970337
23,sell,101.52443706970337
23,sell,101.52443706970337
24,sell,101.47361908638132
24,sell,101.47361908638132
24,sell,101.47361908638132
25,sell,101.11060291709911
26,sell,99.98767453717413
27,sell,100.19414516256988
27,sell,100.19414516256988
28,sell,99.77085872044863
28,sell,99.77085872044863
28,buy,98.77085872044863
28,buy,98.77085872044863
30,sell,99.36996339353479
30,buy,98.36996339353479
31,sell,97.99948597130494
32,buy,97.29146679004216
32,sell,98.29146679004216
33,sell,98.21920474736521
33,sell,98.21920474736521
33,buy,97.21920474736521
35,sell,96.68997000668908
35,buy,95.68997000668908
36,buy,96.95931555755783
36,sell,97.95931555755783
37,sell,98.22129189111173
38,sell,97.48994008934174
38,buy,96.48994008934174
38,buy,96.48994008934174
38,buy,96.48994008934174
39,buy,95.63431324939474
39,buy,95.63431324939474
40,sell,97.07873237291112
40,buy,96.07873237291112
40,buy,96.07873237291112
40,buy,96.07873237291112
40,buy,96.07873237291112
41,buy,96.46212364804356
41,sell,97.46212364804356
42,buy,96.64792056328682
43,sell,97.6387216130137
45,buy,97.45662768558297
46,sell,97.9853852484694
47,sell,98.57434866308849
47,buy,97.57434866308849
47,buy,97.57434866308849
47,buy,97.57434866308849
48,sell,99.38460078708341
50,sell,98.46477950733782
50,sell,98.46477950733782
50,buy,97.46477950733782
50,buy,97.46477950733782
50,sell,98.46477950733782
51,buy,97.04352233190936
52,sell,98.87628434652653
52,sell,98.87628434652653
52,buy,97.87628434652653
52,buy,97.87628434652653
53,sell,98.84340921599004
53,buy,97.84340921599004
53,buy,97.84340921599004
53,sell,98.84340921599004
53,buy,97.84340921599004
53,buy,97.84340921599004
53,buy,97.84340921599004
53,buy,97.84340921599004
55,buy,99.23378951216145
56,sell,100.34105619526918
56,sell,100.34105619526918
57,sell,100.71612893076858
57,sell,100.71612893076858
57,buy,99.71612893076858
58,buy,100.24051178095463
58,buy,100.24051178095463
58,buy,100.24051178095463
59,buy,99.52065489156558
59,sell,100.52065489156558
59,sell,100.52065489156558
59,buy,99.52065489156558
60,buy,99.82065199552801
61,buy,99.46561545342327
62,buy,98.78107567310516
62,sell,99.78107567310516
62,sell,99.78107567310516
62,buy,98.78107567310516
62,buy,98.78107567310516
64,buy,98.33305194479661
64,buy,98.33305194479661
65,buy,97.72829628606002
65,buy,97.72829628606002
65,sell,98.72829628606002
66,buy,97.68565245662116
68,buy,97.4811782362607
69,buy,97.42938805620952
70,buy,97.02190852231818
70,sell,98.02190852231818
70,buy,97.02190852231818
70,buy,97.02190852231818
70,buy,97.02190852231818
70,buy,97.02190852231818
71,buy,97.2625469437017
71,buy,97.2625469437017
71,sell,98.2625469437017
72,sell,98.05441893573314
72,buy,97.05441893573314
72,buy,97.05441893573314
72,buy,97.05441893573314
73,buy,97.62030698443749
74,buy,96.98686763522977
74,sell,97.98686763522977
74,buy,96.98686763522977
76,sell,98.07020989588933
77,buy,96.65486891398744
77,buy,96.65486891398744
78,buy,96.76975854560476
79,sell,97.39576860677708
79,buy,96.39576860677708
80,sell,97.3485827317594
80,buy,96.3485827317594
80,sell,97.3485827317594
80,buy,96.3485827317594
81,sell,97.3056361069005
81,sell,97.3056361069005
82,buy,96.29619436200602
82,buy,96.29619436200602
82,buy,96.29619436200602
82,buy,96.29619436200602
83,buy,96.07831329449557
83,buy,96.07831329449557
84,buy,95.55163919793463
85,buy,95.77596137010174
85,buy,95.77596137010174
85,sell,96.77596137010174
85,sell,96.77596137010174
85,buy,95.77596137010174
85,sell,96.77596137010174
85,sell,96.77596137010174
86,sell,97.25249008660943
87,sell,98.21914273591115
87,buy,97.21914273591115
88,buy,96.6714699539827
88,buy,96.6714699539827
89,sell,97.66260446173848
89,sell,97.66260446173848
90,buy,97.08179883960578
90,sell,98.08179883960578
90,sell,98.08179883960578
91,buy,97.28451088621414
91,sell,98.28451088621414
92,buy,97.20181137714238
94,sell,98.44323003057704
94,buy,97.44323003057704
95,buy,97.69513923979713
95,buy,97.69513923979713
96,buy,97.52715751724011
96,buy,97.52715751724011
98,sell,99.20495160445971
98,buy,98.20495160445971
99,buy,98.7867059884372
99,buy,98.7867059884372
99,buy,98.7867059884372
